id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M001100,"Naonewa kazini. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,harassment,sector=other;sub_sector=other sector;region=Dar es Salaam,"K022,K014,K018",Intent=harassment → toa K022+K014+K018.,"Unyanyasaji wa kingono kazini ni ubaguzi haramu chini ya ELRA s.7(4). Hifadhi kila tukio (tarehe, maneno/vitendo, mashahidi). Peleka CMA Fomu 1 ndani ya siku 60. Suluhu: fidia ya miezi 12-24 chini ya s.40 (boresha).",ELRA s.7(4); CMA Rules; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001101,"I'm being discriminated against. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001102,"I'm being discriminated against. (I work as dispensary in health, based in Dar es Salaam.)",en,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001103,"I'm being discriminated against. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001104,"I'm being discriminated against. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001105,"I'm being discriminated against. (I work as domestic security in security, based in Dar es Salaam.)",en,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001106,"I'm being discriminated against. (I work as inland transport in transport, based in Dar es Salaam.)",en,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001107,"I'm being discriminated against. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001108,"I'm being discriminated against. (I work as secondary school in education, based in Dar es Salaam.)",en,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001109,"I'm being discriminated against. (I work as microfinance in finance, based in Dar es Salaam.)",en,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001110,"I'm being discriminated against. (I work as other sector in other, based in Dar es Salaam.)",en,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001111,"They treat me differently because of my tribe. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001112,"They treat me differently because of my tribe. (I work as dispensary in health, based in Dar es Salaam.)",en,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001113,"They treat me differently because of my tribe. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001114,"They treat me differently because of my tribe. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001115,"They treat me differently because of my tribe. (I work as domestic security in security, based in Dar es Salaam.)",en,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001116,"They treat me differently because of my tribe. (I work as inland transport in transport, based in Dar es Salaam.)",en,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001117,"They treat me differently because of my tribe. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001118,"They treat me differently because of my tribe. (I work as secondary school in education, based in Dar es Salaam.)",en,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001119,"They treat me differently because of my tribe. (I work as microfinance in finance, based in Dar es Salaam.)",en,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001120,"They treat me differently because of my tribe. (I work as other sector in other, based in Dar es Salaam.)",en,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001121,"Discrimination based on disability. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001122,"Discrimination based on disability. (I work as dispensary in health, based in Dar es Salaam.)",en,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001123,"Discrimination based on disability. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001124,"Discrimination based on disability. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001125,"Discrimination based on disability. (I work as domestic security in security, based in Dar es Salaam.)",en,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001126,"Discrimination based on disability. (I work as inland transport in transport, based in Dar es Salaam.)",en,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001127,"Discrimination based on disability. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001128,"Discrimination based on disability. (I work as secondary school in education, based in Dar es Salaam.)",en,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001129,"Discrimination based on disability. (I work as microfinance in finance, based in Dar es Salaam.)",en,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001130,"Discrimination based on disability. (I work as other sector in other, based in Dar es Salaam.)",en,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001131,"Gender bias at work. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001132,"Gender bias at work. (I work as dispensary in health, based in Dar es Salaam.)",en,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001133,"Gender bias at work. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001134,"Gender bias at work. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001135,"Gender bias at work. (I work as domestic security in security, based in Dar es Salaam.)",en,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001136,"Gender bias at work. (I work as inland transport in transport, based in Dar es Salaam.)",en,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001137,"Gender bias at work. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001138,"Gender bias at work. (I work as secondary school in education, based in Dar es Salaam.)",en,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001139,"Gender bias at work. (I work as microfinance in finance, based in Dar es Salaam.)",en,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001140,"Gender bias at work. (I work as other sector in other, based in Dar es Salaam.)",en,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Discrimination on protected grounds (tribe, race, sex, gender, pregnancy, disability, HIV/AIDS, etc.) is prohibited under ELRA s.7. File CMA Form 1 within 60 days. Compensation: 12-24 months remuneration under amended s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001141,"Ninafanyiwa ubaguzi. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001142,"Ninafanyiwa ubaguzi. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001143,"Ninafanyiwa ubaguzi. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001144,"Ninafanyiwa ubaguzi. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,discrimination,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001145,"Ninafanyiwa ubaguzi. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,discrimination,sector=security;sub_sector=domestic security;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001146,"Ninafanyiwa ubaguzi. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,discrimination,sector=transport;sub_sector=inland transport;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001147,"Ninafanyiwa ubaguzi. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,discrimination,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001148,"Ninafanyiwa ubaguzi. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,discrimination,sector=education;sub_sector=secondary school;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001149,"Ninafanyiwa ubaguzi. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,discrimination,sector=finance;sub_sector=microfinance;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001150,"Ninafanyiwa ubaguzi. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,discrimination,sector=other;sub_sector=other sector;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001151,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,discrimination,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001152,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,discrimination,sector=health;sub_sector=dispensary;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
M001153,"Wananitendea tofauti kwa sababu ya kabila langu. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,discrimination,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,"K021,K014,K018",Intent=discrimination → K021+K014+K018.,"Ubaguzi kwa misingi iliyolindwa (kabila, rangi, jinsia, mimba, ulemavu, VVU n.k.) ni marufuku chini ya ELRA s.7. Peleka CMA Fomu 1 ndani ya siku 60. Fidia: miezi 12-24 chini ya s.40.",ELRA 2004 s.7; ELRA 2004 s.40 (as amended by LLA 4/2025)
