id,utterance,lang,intent_label,extracted_entities,confidence_hint
N003906,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Mwanza,high
N003907,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N003908,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N003909,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N003910,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N003911,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N003912,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N003913,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N003914,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Arusha,high
N003915,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Mwanza,high
N003916,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N003917,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Arusha,high
N003918,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Mwanza,high
N003919,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N003920,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N003921,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N003922,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N003923,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Arusha,high
N003924,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Mwanza,high
N003925,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N003926,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Arusha,high
N003927,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Mwanza,high
N003928,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N003929,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Arusha,high
N003930,"Mwajiri amebadilisha mkataba bila idhini. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Mwanza,high
N003931,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N003932,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N003933,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N003934,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N003935,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Arusha,high
N003936,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Mwanza,high
N003937,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N003938,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N003939,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N003940,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N003941,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N003942,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N003943,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N003944,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Arusha,high
N003945,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Mwanza,high
N003946,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N003947,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Arusha,high
N003948,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Mwanza,high
N003949,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N003950,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N003951,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N003952,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N003953,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Arusha,high
N003954,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Mwanza,high
N003955,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N003956,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Arusha,high
N003957,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Mwanza,high
N003958,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N003959,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Arusha,high
N003960,"Bosi amepunguza mshahara wangu. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Mwanza,high
N003961,"Wamenihamisha bila onyo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N003962,"Wamenihamisha bila onyo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N003963,"Wamenihamisha bila onyo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N003964,"Wamenihamisha bila onyo. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N003965,"Wamenihamisha bila onyo. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Arusha,high
N003966,"Wamenihamisha bila onyo. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Mwanza,high
N003967,"Wamenihamisha bila onyo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N003968,"Wamenihamisha bila onyo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N003969,"Wamenihamisha bila onyo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N003970,"Wamenihamisha bila onyo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N003971,"Wamenihamisha bila onyo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N003972,"Wamenihamisha bila onyo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N003973,"Wamenihamisha bila onyo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N003974,"Wamenihamisha bila onyo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Arusha,high
N003975,"Wamenihamisha bila onyo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Mwanza,high
N003976,"Wamenihamisha bila onyo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N003977,"Wamenihamisha bila onyo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Arusha,high
N003978,"Wamenihamisha bila onyo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Mwanza,high
N003979,"Wamenihamisha bila onyo. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N003980,"Wamenihamisha bila onyo. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N003981,"Wamenihamisha bila onyo. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N003982,"Wamenihamisha bila onyo. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N003983,"Wamenihamisha bila onyo. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Arusha,high
N003984,"Wamenihamisha bila onyo. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Mwanza,high
N003985,"Wamenihamisha bila onyo. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N003986,"Wamenihamisha bila onyo. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Arusha,high
N003987,"Wamenihamisha bila onyo. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Mwanza,high
N003988,"Wamenihamisha bila onyo. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N003989,"Wamenihamisha bila onyo. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Arusha,high
N003990,"Wamenihamisha bila onyo. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Mwanza,high
N003991,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N003992,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N003993,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,contract_breach,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N003994,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N003995,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Arusha,high
N003996,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,contract_breach,sector=health;sub_sector=dispensary;region=Mwanza,high
N003997,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N003998,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N003999,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,contract_breach,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N004000,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N004001,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N004002,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,contract_breach,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N004003,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N004004,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Arusha,high
N004005,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,contract_breach,sector=security;sub_sector=domestic security;region=Mwanza,high
N004006,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N004007,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Arusha,high
N004008,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,contract_breach,sector=transport;sub_sector=inland transport;region=Mwanza,high
N004009,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N004010,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N004011,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,contract_breach,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N004012,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N004013,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Arusha,high
N004014,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,contract_breach,sector=education;sub_sector=secondary school;region=Mwanza,high
N004015,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N004016,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Arusha,high
N004017,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,contract_breach,sector=finance;sub_sector=microfinance;region=Mwanza,high
N004018,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N004019,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Arusha,high
N004020,"Cheo changu kimebadilishwa bila makubaliano. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,contract_breach,sector=other;sub_sector=other sector;region=Mwanza,high
N004021,"I'm being retrenched. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,retrenchment,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N004022,"I'm being retrenched. (I work as crops and animal production in agriculture, based in Arusha.)",en,retrenchment,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N004023,"I'm being retrenched. (I work as crops and animal production in agriculture, based in Mwanza.)",en,retrenchment,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N004024,"I'm being retrenched. (I work as dispensary in health, based in Dar es Salaam.)",en,retrenchment,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N004025,"I'm being retrenched. (I work as dispensary in health, based in Arusha.)",en,retrenchment,sector=health;sub_sector=dispensary;region=Arusha,high
N004026,"I'm being retrenched. (I work as dispensary in health, based in Mwanza.)",en,retrenchment,sector=health;sub_sector=dispensary;region=Mwanza,high
N004027,"I'm being retrenched. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,retrenchment,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N004028,"I'm being retrenched. (I work as diplomat household in domestic, based in Arusha.)",en,retrenchment,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N004029,"I'm being retrenched. (I work as diplomat household in domestic, based in Mwanza.)",en,retrenchment,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N004030,"I'm being retrenched. (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,retrenchment,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N004031,"I'm being retrenched. (I work as 3-star hotel in hospitality, based in Arusha.)",en,retrenchment,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N004032,"I'm being retrenched. (I work as 3-star hotel in hospitality, based in Mwanza.)",en,retrenchment,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N004033,"I'm being retrenched. (I work as domestic security in security, based in Dar es Salaam.)",en,retrenchment,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N004034,"I'm being retrenched. (I work as domestic security in security, based in Arusha.)",en,retrenchment,sector=security;sub_sector=domestic security;region=Arusha,high
N004035,"I'm being retrenched. (I work as domestic security in security, based in Mwanza.)",en,retrenchment,sector=security;sub_sector=domestic security;region=Mwanza,high
N004036,"I'm being retrenched. (I work as inland transport in transport, based in Dar es Salaam.)",en,retrenchment,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N004037,"I'm being retrenched. (I work as inland transport in transport, based in Arusha.)",en,retrenchment,sector=transport;sub_sector=inland transport;region=Arusha,high
N004038,"I'm being retrenched. (I work as inland transport in transport, based in Mwanza.)",en,retrenchment,sector=transport;sub_sector=inland transport;region=Mwanza,high
N004039,"I'm being retrenched. (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,retrenchment,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N004040,"I'm being retrenched. (I work as mining/prospecting in mining, based in Arusha.)",en,retrenchment,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N004041,"I'm being retrenched. (I work as mining/prospecting in mining, based in Mwanza.)",en,retrenchment,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N004042,"I'm being retrenched. (I work as secondary school in education, based in Dar es Salaam.)",en,retrenchment,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N004043,"I'm being retrenched. (I work as secondary school in education, based in Arusha.)",en,retrenchment,sector=education;sub_sector=secondary school;region=Arusha,high
N004044,"I'm being retrenched. (I work as secondary school in education, based in Mwanza.)",en,retrenchment,sector=education;sub_sector=secondary school;region=Mwanza,high
N004045,"I'm being retrenched. (I work as microfinance in finance, based in Dar es Salaam.)",en,retrenchment,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N004046,"I'm being retrenched. (I work as microfinance in finance, based in Arusha.)",en,retrenchment,sector=finance;sub_sector=microfinance;region=Arusha,high
N004047,"I'm being retrenched. (I work as microfinance in finance, based in Mwanza.)",en,retrenchment,sector=finance;sub_sector=microfinance;region=Mwanza,high
N004048,"I'm being retrenched. (I work as other sector in other, based in Dar es Salaam.)",en,retrenchment,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N004049,"I'm being retrenched. (I work as other sector in other, based in Arusha.)",en,retrenchment,sector=other;sub_sector=other sector;region=Arusha,high
N004050,"I'm being retrenched. (I work as other sector in other, based in Mwanza.)",en,retrenchment,sector=other;sub_sector=other sector;region=Mwanza,high
N004051,"Company is making layoffs. (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,retrenchment,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N004052,"Company is making layoffs. (I work as crops and animal production in agriculture, based in Arusha.)",en,retrenchment,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N004053,"Company is making layoffs. (I work as crops and animal production in agriculture, based in Mwanza.)",en,retrenchment,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N004054,"Company is making layoffs. (I work as dispensary in health, based in Dar es Salaam.)",en,retrenchment,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N004055,"Company is making layoffs. (I work as dispensary in health, based in Arusha.)",en,retrenchment,sector=health;sub_sector=dispensary;region=Arusha,high
N004056,"Company is making layoffs. (I work as dispensary in health, based in Mwanza.)",en,retrenchment,sector=health;sub_sector=dispensary;region=Mwanza,high
N004057,"Company is making layoffs. (I work as diplomat household in domestic, based in Dar es Salaam.)",en,retrenchment,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N004058,"Company is making layoffs. (I work as diplomat household in domestic, based in Arusha.)",en,retrenchment,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N004059,"Company is making layoffs. (I work as diplomat household in domestic, based in Mwanza.)",en,retrenchment,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
