id,sentence,lang,extracted_name,extracted_occupation,extracted_sector,extracted_sub_sector,extracted_region,extracted_years,extracted_role,bot_response
I03838,"My name is Grace, I'm a mechanic in transport.",en,Grace,mechanic,transport,postal/courier,Arusha,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03839,"My name is Grace, I'm a mechanic in transport.",en,Grace,mechanic,transport,postal/courier,Mwanza,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03840,"My name is Grace, I'm a mechanic in transport.",en,Grace,mechanic,transport,postal/courier,Mwanza,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03841,"Hi, I'm Grace. I work as a mechanic.",en,Grace,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03842,"Hi, I'm Grace. I work as a mechanic.",en,Grace,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03843,"Hi, I'm Grace. I work as a mechanic.",en,Grace,mechanic,transport,postal/courier,Arusha,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03844,"Hi, I'm Grace. I work as a mechanic.",en,Grace,mechanic,transport,postal/courier,Arusha,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03845,"Hi, I'm Grace. I work as a mechanic.",en,Grace,mechanic,transport,postal/courier,Mwanza,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03846,"Hi, I'm Grace. I work as a mechanic.",en,Grace,mechanic,transport,postal/courier,Mwanza,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03847,"I am Grace, occupation mechanic, sector transport.",en,Grace,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03848,"I am Grace, occupation mechanic, sector transport.",en,Grace,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03849,"I am Grace, occupation mechanic, sector transport.",en,Grace,mechanic,transport,postal/courier,Arusha,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03850,"I am Grace, occupation mechanic, sector transport.",en,Grace,mechanic,transport,postal/courier,Arusha,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03851,"I am Grace, occupation mechanic, sector transport.",en,Grace,mechanic,transport,postal/courier,Mwanza,1,employee,Hello Grace. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03852,"I am Grace, occupation mechanic, sector transport.",en,Grace,mechanic,transport,postal/courier,Mwanza,5,employee,Hello Grace. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03853,"My name is Joseph, I'm a mechanic in transport.",en,Joseph,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03854,"My name is Joseph, I'm a mechanic in transport.",en,Joseph,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03855,"My name is Joseph, I'm a mechanic in transport.",en,Joseph,mechanic,transport,postal/courier,Arusha,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03856,"My name is Joseph, I'm a mechanic in transport.",en,Joseph,mechanic,transport,postal/courier,Arusha,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03857,"My name is Joseph, I'm a mechanic in transport.",en,Joseph,mechanic,transport,postal/courier,Mwanza,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03858,"My name is Joseph, I'm a mechanic in transport.",en,Joseph,mechanic,transport,postal/courier,Mwanza,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03859,"Hi, I'm Joseph. I work as a mechanic.",en,Joseph,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03860,"Hi, I'm Joseph. I work as a mechanic.",en,Joseph,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03861,"Hi, I'm Joseph. I work as a mechanic.",en,Joseph,mechanic,transport,postal/courier,Arusha,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03862,"Hi, I'm Joseph. I work as a mechanic.",en,Joseph,mechanic,transport,postal/courier,Arusha,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03863,"Hi, I'm Joseph. I work as a mechanic.",en,Joseph,mechanic,transport,postal/courier,Mwanza,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03864,"Hi, I'm Joseph. I work as a mechanic.",en,Joseph,mechanic,transport,postal/courier,Mwanza,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03865,"I am Joseph, occupation mechanic, sector transport.",en,Joseph,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03866,"I am Joseph, occupation mechanic, sector transport.",en,Joseph,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Dar es Salaam. What employment question can I help with?
I03867,"I am Joseph, occupation mechanic, sector transport.",en,Joseph,mechanic,transport,postal/courier,Arusha,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03868,"I am Joseph, occupation mechanic, sector transport.",en,Joseph,mechanic,transport,postal/courier,Arusha,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Arusha. What employment question can I help with?
I03869,"I am Joseph, occupation mechanic, sector transport.",en,Joseph,mechanic,transport,postal/courier,Mwanza,1,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03870,"I am Joseph, occupation mechanic, sector transport.",en,Joseph,mechanic,transport,postal/courier,Mwanza,5,employee,Hello Joseph. I see you're a mechanic in the transport sector based in Mwanza. What employment question can I help with?
I03871,"Jina langu ni Asha, mimi ni fundi wa magari usafiri.",sw,Asha,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03872,"Jina langu ni Asha, mimi ni fundi wa magari usafiri.",sw,Asha,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03873,"Jina langu ni Asha, mimi ni fundi wa magari usafiri.",sw,Asha,mechanic,transport,postal/courier,Arusha,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03874,"Jina langu ni Asha, mimi ni fundi wa magari usafiri.",sw,Asha,mechanic,transport,postal/courier,Arusha,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03875,"Jina langu ni Asha, mimi ni fundi wa magari usafiri.",sw,Asha,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03876,"Jina langu ni Asha, mimi ni fundi wa magari usafiri.",sw,Asha,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03877,"Habari, mimi ni Asha. Nafanya kazi ya fundi wa magari.",sw,Asha,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03878,"Habari, mimi ni Asha. Nafanya kazi ya fundi wa magari.",sw,Asha,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03879,"Habari, mimi ni Asha. Nafanya kazi ya fundi wa magari.",sw,Asha,mechanic,transport,postal/courier,Arusha,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03880,"Habari, mimi ni Asha. Nafanya kazi ya fundi wa magari.",sw,Asha,mechanic,transport,postal/courier,Arusha,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03881,"Habari, mimi ni Asha. Nafanya kazi ya fundi wa magari.",sw,Asha,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03882,"Habari, mimi ni Asha. Nafanya kazi ya fundi wa magari.",sw,Asha,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03883,"Mimi ni Asha, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Asha,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03884,"Mimi ni Asha, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Asha,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03885,"Mimi ni Asha, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Asha,mechanic,transport,postal/courier,Arusha,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03886,"Mimi ni Asha, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Asha,mechanic,transport,postal/courier,Arusha,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03887,"Mimi ni Asha, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Asha,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03888,"Mimi ni Asha, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Asha,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Asha. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03889,"Jina langu ni Juma, mimi ni fundi wa magari usafiri.",sw,Juma,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03890,"Jina langu ni Juma, mimi ni fundi wa magari usafiri.",sw,Juma,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03891,"Jina langu ni Juma, mimi ni fundi wa magari usafiri.",sw,Juma,mechanic,transport,postal/courier,Arusha,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03892,"Jina langu ni Juma, mimi ni fundi wa magari usafiri.",sw,Juma,mechanic,transport,postal/courier,Arusha,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03893,"Jina langu ni Juma, mimi ni fundi wa magari usafiri.",sw,Juma,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03894,"Jina langu ni Juma, mimi ni fundi wa magari usafiri.",sw,Juma,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03895,"Habari, mimi ni Juma. Nafanya kazi ya fundi wa magari.",sw,Juma,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03896,"Habari, mimi ni Juma. Nafanya kazi ya fundi wa magari.",sw,Juma,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03897,"Habari, mimi ni Juma. Nafanya kazi ya fundi wa magari.",sw,Juma,mechanic,transport,postal/courier,Arusha,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03898,"Habari, mimi ni Juma. Nafanya kazi ya fundi wa magari.",sw,Juma,mechanic,transport,postal/courier,Arusha,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03899,"Habari, mimi ni Juma. Nafanya kazi ya fundi wa magari.",sw,Juma,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03900,"Habari, mimi ni Juma. Nafanya kazi ya fundi wa magari.",sw,Juma,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03901,"Mimi ni Juma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Juma,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03902,"Mimi ni Juma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Juma,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03903,"Mimi ni Juma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Juma,mechanic,transport,postal/courier,Arusha,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03904,"Mimi ni Juma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Juma,mechanic,transport,postal/courier,Arusha,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03905,"Mimi ni Juma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Juma,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03906,"Mimi ni Juma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Juma,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Juma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03907,"Jina langu ni Fatuma, mimi ni fundi wa magari usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03908,"Jina langu ni Fatuma, mimi ni fundi wa magari usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03909,"Jina langu ni Fatuma, mimi ni fundi wa magari usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Arusha,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03910,"Jina langu ni Fatuma, mimi ni fundi wa magari usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Arusha,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03911,"Jina langu ni Fatuma, mimi ni fundi wa magari usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03912,"Jina langu ni Fatuma, mimi ni fundi wa magari usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03913,"Habari, mimi ni Fatuma. Nafanya kazi ya fundi wa magari.",sw,Fatuma,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03914,"Habari, mimi ni Fatuma. Nafanya kazi ya fundi wa magari.",sw,Fatuma,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03915,"Habari, mimi ni Fatuma. Nafanya kazi ya fundi wa magari.",sw,Fatuma,mechanic,transport,postal/courier,Arusha,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03916,"Habari, mimi ni Fatuma. Nafanya kazi ya fundi wa magari.",sw,Fatuma,mechanic,transport,postal/courier,Arusha,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03917,"Habari, mimi ni Fatuma. Nafanya kazi ya fundi wa magari.",sw,Fatuma,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03918,"Habari, mimi ni Fatuma. Nafanya kazi ya fundi wa magari.",sw,Fatuma,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03919,"Mimi ni Fatuma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03920,"Mimi ni Fatuma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03921,"Mimi ni Fatuma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Arusha,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03922,"Mimi ni Fatuma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Arusha,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03923,"Mimi ni Fatuma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03924,"Mimi ni Fatuma, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Fatuma,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Fatuma. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03925,"Jina langu ni Hassan, mimi ni fundi wa magari usafiri.",sw,Hassan,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03926,"Jina langu ni Hassan, mimi ni fundi wa magari usafiri.",sw,Hassan,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03927,"Jina langu ni Hassan, mimi ni fundi wa magari usafiri.",sw,Hassan,mechanic,transport,postal/courier,Arusha,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03928,"Jina langu ni Hassan, mimi ni fundi wa magari usafiri.",sw,Hassan,mechanic,transport,postal/courier,Arusha,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03929,"Jina langu ni Hassan, mimi ni fundi wa magari usafiri.",sw,Hassan,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03930,"Jina langu ni Hassan, mimi ni fundi wa magari usafiri.",sw,Hassan,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03931,"Habari, mimi ni Hassan. Nafanya kazi ya fundi wa magari.",sw,Hassan,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03932,"Habari, mimi ni Hassan. Nafanya kazi ya fundi wa magari.",sw,Hassan,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03933,"Habari, mimi ni Hassan. Nafanya kazi ya fundi wa magari.",sw,Hassan,mechanic,transport,postal/courier,Arusha,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03934,"Habari, mimi ni Hassan. Nafanya kazi ya fundi wa magari.",sw,Hassan,mechanic,transport,postal/courier,Arusha,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03935,"Habari, mimi ni Hassan. Nafanya kazi ya fundi wa magari.",sw,Hassan,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03936,"Habari, mimi ni Hassan. Nafanya kazi ya fundi wa magari.",sw,Hassan,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03937,"Mimi ni Hassan, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Hassan,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03938,"Mimi ni Hassan, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Hassan,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03939,"Mimi ni Hassan, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Hassan,mechanic,transport,postal/courier,Arusha,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03940,"Mimi ni Hassan, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Hassan,mechanic,transport,postal/courier,Arusha,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03941,"Mimi ni Hassan, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Hassan,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03942,"Mimi ni Hassan, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Hassan,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Hassan. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03943,"Jina langu ni Amina, mimi ni fundi wa magari usafiri.",sw,Amina,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03944,"Jina langu ni Amina, mimi ni fundi wa magari usafiri.",sw,Amina,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03945,"Jina langu ni Amina, mimi ni fundi wa magari usafiri.",sw,Amina,mechanic,transport,postal/courier,Arusha,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03946,"Jina langu ni Amina, mimi ni fundi wa magari usafiri.",sw,Amina,mechanic,transport,postal/courier,Arusha,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03947,"Jina langu ni Amina, mimi ni fundi wa magari usafiri.",sw,Amina,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03948,"Jina langu ni Amina, mimi ni fundi wa magari usafiri.",sw,Amina,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03949,"Habari, mimi ni Amina. Nafanya kazi ya fundi wa magari.",sw,Amina,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03950,"Habari, mimi ni Amina. Nafanya kazi ya fundi wa magari.",sw,Amina,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03951,"Habari, mimi ni Amina. Nafanya kazi ya fundi wa magari.",sw,Amina,mechanic,transport,postal/courier,Arusha,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03952,"Habari, mimi ni Amina. Nafanya kazi ya fundi wa magari.",sw,Amina,mechanic,transport,postal/courier,Arusha,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Arusha. Una swali gani la kazi?
I03953,"Habari, mimi ni Amina. Nafanya kazi ya fundi wa magari.",sw,Amina,mechanic,transport,postal/courier,Mwanza,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03954,"Habari, mimi ni Amina. Nafanya kazi ya fundi wa magari.",sw,Amina,mechanic,transport,postal/courier,Mwanza,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Mwanza. Una swali gani la kazi?
I03955,"Mimi ni Amina, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Amina,mechanic,transport,postal/courier,Dar es Salaam,1,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
I03956,"Mimi ni Amina, kazi yangu ni fundi wa magari, sekta ya usafiri.",sw,Amina,mechanic,transport,postal/courier,Dar es Salaam,5,employee,Habari Amina. Naona ni fundi wa magari sekta ya usafiri kutoka Dar es Salaam. Una swali gani la kazi?
